track_name,artist_name,frequency,song_ids,release_date,popularity,images,preview,acousticness,danceability,energy,key,instrumentalness,liveness,loudness,mode,speechiness,valence,tempo,time_signature,label
Everybody’s Gonna Love Somebody - Edit,Alfie Templeman,19,5G8fWQnQ9wmfTONh8yKc0a,2021-02-16,59,https://i.scdn.co/image/ab67616d0000b27300d0575e3291c968b2fedd2b,https://p.scdn.co/mp3-preview/9860e78576a7757370d084b5b151f0dc976b878d?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.081,0.861,0.662,7,1.18e-05,0.101,-5.666,1,0.0818,0.658,120.029,4,nina
Everyday,Ariana Grande,37,4RJTTrZqPFWaWACVXHkvjw,2016-05-20,58,https://i.scdn.co/image/ab67616d0000b273628d506d5bddb09099db242c,https://p.scdn.co/mp3-preview/30cfdc394627bf8cd61a48631cb86b04e991505f?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.0149,0.637,0.733,7,0.0,0.162,-4.413,0,0.0563,0.431,131.004,4,nina
Eyes Open,Taylor Swift,7,7wjbSn8QHsxqKXU5M0jXGM,2012-01-01,52,https://i.scdn.co/image/ab67616d0000b273d29a5d713277b0b3d517507b,https://p.scdn.co/mp3-preview/b3eb13adc62e25b4bc46e86bef18d0e180c4eedc?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.00678,0.598,0.724,7,0.00182,0.0839,-7.225,1,0.0345,0.297,137.115,4,nina
FOOLS,Troye Sivan,9,0tjfognbowyFM3RHTdxjPK,2015-12-04,56,https://i.scdn.co/image/ab67616d0000b2731a104e8630a97b573201f655,https://p.scdn.co/mp3-preview/567adde0f3290e2c4e1071015129b731bcae52d4?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.192,0.292,0.678,10,0.0,0.146,-5.595,1,0.0724,0.365,87.436,4,nina
Fallin' Apart,Young Franco,4,2qKmnm0cEXnvD82C6Sr2hs,2020-11-27,55,https://i.scdn.co/image/ab67616d0000b27385061b5867763f73c9c61813,https://p.scdn.co/mp3-preview/beee4ddae6522a6d854df11db3755bde28d518a8?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.0455,0.766,0.8,4,0.0,0.672,-7.676,1,0.321,0.806,111.126,4,nina
False God,Taylor Swift,43,5hQSXkFgbxjZo9uCwd11so,2019-08-23,72,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647,https://p.scdn.co/mp3-preview/a8d5a40213c9806bda1eabfe21a3f01dee2b9456?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.736,0.739,0.32,11,0.000147,0.111,-10.862,0,0.239,0.351,79.97,4,nina
Famous,Kanye West,10,19a3JfW8BQwqHWUMbcqSx8,2016-06-10,73,https://i.scdn.co/image/ab67616d0000b2732a7db835b912dc5014bd37f4,https://p.scdn.co/mp3-preview/9c6c8ca125b73f516e4bb8125d44efbcebe8c1c9?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.0711,0.465,0.735,6,0.0,0.0975,-3.715,1,0.117,0.409,173.935,4,nina
Fast Times,Sabrina Carpenter,50,0oN3KzKOxYtyIuNiobf8Q4,2022-02-18,57,https://i.scdn.co/image/ab67616d0000b2737c7accea215e046424a2e423,https://p.scdn.co/mp3-preview/01c0feded151b53c9f4180deca6f67a260b3cca2?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.0687,0.721,0.666,1,0.0,0.045,-4.699,0,0.0408,0.739,132.465,4,nina
Feel Something,Jaymes Young,5,0vMI3AJPQMjytAu8XMWr65,2017-06-23,66,https://i.scdn.co/image/ab67616d0000b273a9897f65d1ead1be10a51e3f,https://p.scdn.co/mp3-preview/e0369949d9fd4fe2d4647574f472f9f11e494595?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.694,0.61,0.59,11,2.32e-06,0.15,-7.325,0,0.0362,0.352,137.838,4,nina
Feels Like,Gracie Abrams,4,35IcAVSMsU9qzHfpPbvC8A,2021-11-12,70,https://i.scdn.co/image/ab67616d0000b2736d63fd3e1afa17b0d5563131,https://p.scdn.co/mp3-preview/17fb091fd31fccba55041e0d11286cc2ac552ba1?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.702,0.617,0.483,11,0.000216,0.121,-7.359,1,0.0458,0.176,144.99,4,nina
Finding Out,Tom Petty and the Heartbreakers,7,4BjjeclMoQE7sIumDYRiq0,1982-11-02,22,https://i.scdn.co/image/ab67616d0000b273783b5cd3b6384497bcf4bb4d,https://p.scdn.co/mp3-preview/030f978ea08102e0c45d84447b601087267b0f84?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.000167,0.359,0.939,3,0.0,0.113,-4.561,1,0.0671,0.71,159.212,4,nina
Fire Burning,Sean Kingston,3,2oENJa1T33GJ0w8dC167G4,2009-09-07,72,https://i.scdn.co/image/ab67616d0000b273ea34361c4a339d474c3be057,https://p.scdn.co/mp3-preview/8737c7b4a3c79d40bdd10362d9a21f8b4eccd4b6?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.0192,0.839,0.804,1,0.0,0.331,-2.513,1,0.0329,0.888,122.973,4,nina
Fire In The Sky,Anderson .Paak,11,3zpGIFghtnVlwMXWyKW474,2021-09-03,64,https://i.scdn.co/image/ab67616d0000b2735843d11205f6dd6a2ab5f967,https://p.scdn.co/mp3-preview/79afaca275e8dd55d283b0852668445095ed5428?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.0837,0.668,0.856,1,0.0446,0.096,-6.386,0,0.0453,0.737,79.008,4,nina
Fireproof,One Direction,10,34aYkYrY3sXhEU9O4VQgtB,2014-11-17,67,https://i.scdn.co/image/ab67616d0000b273d304ba2d71de306812eebaf4,https://p.scdn.co/mp3-preview/efdcabed2546e541f30971c7af0cf324127ff040?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.00477,0.681,0.864,3,0.0,0.122,-3.276,1,0.0301,0.921,132.929,4,nina
Firestone,Kygo,3,1I8tHoNBFTuoJAlh4hfVVE,2016-05-13,77,https://i.scdn.co/image/ab67616d0000b27335590cb9280d5a1f5221ae1a,https://p.scdn.co/mp3-preview/5e78ff06b513472579f0d69f1eb7935804f62857?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.393,0.704,0.634,11,3.17e-05,0.0952,-7.374,0,0.0428,0.411,113.927,4,nina
First Class,Jack Harlow,14,1rDQ4oMwGJI7B4tovsBOxc,2022-04-08,88,https://i.scdn.co/image/ab67616d0000b2730fbbde391655703a7c8cdc79,https://p.scdn.co/mp3-preview/27913e771fb16c5439eb7e2bbc9cf62a8be09653?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.0254,0.905,0.563,8,9.71e-06,0.113,-6.135,1,0.102,0.324,106.998,4,nina
Five More Hours,Deorro,8,6omW6DQqbdBwJ4NKAcyAng,2015-03-03,53,https://i.scdn.co/image/ab67616d0000b273f8833c726c2838adb7874c06,https://p.scdn.co/mp3-preview/5422eab1f2bd8d25302eb9ccf296d8bad179c1ff?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.0288,0.699,0.883,5,0.0,0.817,-3.226,0,0.229,0.501,127.954,4,nina
Flashing Lights,Kanye West,18,5TRPicyLGbAF2LGBFbHGvO,2007-09-11,84,https://i.scdn.co/image/ab67616d0000b27326f7f19c7f0381e56156c94a,https://p.scdn.co/mp3-preview/d38ae6065e49e89f94296b4e693334dec73f09ba?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.0381,0.639,0.628,6,0.0,0.386,-7.578,0,0.0399,0.43,90.482,4,nina
Fly As Me,Bruno Mars,6,7suB6D6uKX5DfPukdGaz0W,2021-11-12,61,https://i.scdn.co/image/ab67616d0000b273d0bbd3ea2ec554f17a6603cc,https://p.scdn.co/mp3-preview/01f0ee27dba5484058b7b906257a377b0f34351c?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.00756,0.783,0.627,2,0.0,0.0606,-8.521,1,0.102,0.48,100.025,4,nina
Followers,AREA21,34,5sPoju3oZHg9Wq5KXxBH3a,2021-09-17,62,https://i.scdn.co/image/ab67616d0000b27317ed0930fbee767857aea8bf,https://p.scdn.co/mp3-preview/d15024a265708845e916cc15e2988c2eb5aca3f0?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.163,0.557,0.798,11,3.59e-05,0.295,-4.162,1,0.0362,0.347,144.969,4,nina
For A Minute,WizTheMc,4,2zAKwUD7TVTt8qTxa9bnQJ,2020-06-18,66,https://i.scdn.co/image/ab67616d0000b273d8c906ebb23864c73ba655bb,https://p.scdn.co/mp3-preview/0bde5335140d7a85a3634c27aefb2241692053c4?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.0273,0.711,0.778,2,1.77e-06,0.103,-6.346,1,0.0897,0.827,160.018,4,nina
For Free (feat. Drake),DJ Khaled,5,4JDZl9nKIAhAhDjw753u4X,2016-06-17,54,https://i.scdn.co/image/ab67616d0000b273782336c6c9f8350202c64be3,https://p.scdn.co/mp3-preview/e57d8f660b9f89e4d9021945c7b28809c80a1157?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.0173,0.916,0.571,10,1.11e-06,0.153,-8.241,0,0.2,0.498,103.521,4,nina
For the First Time,The Script,41,09ZcYBGFX16X8GMDrvqQwt,2011-01-18,62,https://i.scdn.co/image/ab67616d0000b273888241dbe5fdf3de9cb3d12f,https://p.scdn.co/mp3-preview/9cd78888949dcf5b7a68de476bc60c8b2a370883?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.0328,0.396,0.629,9,0.0,0.183,-4.78,1,0.0287,0.358,173.794,4,nina
Forever Winter (Taylor's Version) (From The Vault),Taylor Swift,14,3oGVx9RBmiYGv5ZCecWLkx,2021-11-12,66,https://i.scdn.co/image/ab67616d0000b273318443aab3531a0558e79a4d,https://p.scdn.co/mp3-preview/d49099f7847d0e663faf6d8d0d8f30ec44a83cb2?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.256,0.611,0.552,7,0.0,0.134,-5.828,1,0.031,0.41,116.012,4,nina
Formula,Labrinth,90,6EtKlIQmGPB9SX8UjDJG5s,2019-10-04,82,https://i.scdn.co/image/ab67616d0000b27389c39ba1acdf33ed7acd3867,https://p.scdn.co/mp3-preview/72fb2540a28470ba0153ef1df86988200ec90190?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.0448,0.574,0.664,11,0.0553,0.146,-6.068,1,0.0409,0.226,144.654,4,nina
Fragile,Kygo,6,0L6UCE1Y0KX3MF2AtxlntI,2016-03-18,63,https://i.scdn.co/image/ab67616d0000b273094fa03b92a8d0df8bf93a40,https://p.scdn.co/mp3-preview/35aed03f0f858959f8cecd49350784c43420a9c3?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.177,0.47,0.422,5,0.000216,0.0879,-7.474,1,0.0522,0.218,149.505,4,nina
Freakin' Out On the Interstate,Briston Maroney,24,0awZwmlC6pxH65KTZpadmX,2020-07-10,71,https://i.scdn.co/image/ab67616d0000b2733c008a88733819759c4512c6,https://p.scdn.co/mp3-preview/12704ec4c9355f058f79e503cadb8f49ac771f21?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.388,0.45,0.794,4,0.0,0.303,-5.015,1,0.0538,0.362,143.861,4,nina
Free Time,Ruel,52,0fNLObXT9pvc3VED0oAevd,2019-09-13,59,https://i.scdn.co/image/ab67616d0000b273f7406e9cbd7f974e7ddf7b0e,https://p.scdn.co/mp3-preview/8cc97c8c5b957ffcbdd5a8fae8cde286fd92bcee?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.101,0.637,0.478,11,0.0,0.103,-5.783,0,0.03,0.201,99.989,3,nina
Friends (with BloodPop®),Justin Bieber,5,7iNIg7XDEaYECfWD5dJ9Va,2017-08-17,69,https://i.scdn.co/image/ab67616d0000b2735e8213c6183630b7d1931bdf,https://p.scdn.co/mp3-preview/b7e9db83a05afa7dca166d60a47a014601596c7a?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.00389,0.743,0.735,8,0.0,0.304,-5.337,1,0.0382,0.631,104.979,4,nina
Funeral For A Friend / Love Lies Bleeding - Remastered 2014,Elton John,14,5NERbS7923kF471NLKDZkB,1973-10-05,54,https://i.scdn.co/image/ab67616d0000b273f72f1e38e9bd48f18a17ed9b,https://p.scdn.co/mp3-preview/b778629d70eacde31c8a573d86cc879ae6c9ed67?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.0221,0.403,0.764,9,0.17,0.245,-8.554,0,0.0451,0.196,138.725,4,nina
Futon,Ūla,3,0F57gwy0G6aqnaMAH1ELSV,2020-10-15,62,https://i.scdn.co/image/ab67616d0000b2738af3c4d40afb420d17f7b14a,https://p.scdn.co/mp3-preview/bc3ef35cf7ad3497aebc212f55a00edd1039af31?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.734,0.852,0.61,2,5.97e-06,0.111,-5.856,1,0.049,0.713,117.99,4,nina
GROWING UP IS _____,Ruel,42,2wJ1eOCIBwoQiN7xQtrTAY,2021-12-08,67,https://i.scdn.co/image/ab67616d0000b27323796fe755a38accf0e3b61d,https://p.scdn.co/mp3-preview/5d9c6f93e5f082db6fc88a83ea095aea066cc9bb?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.000983,0.673,0.729,0,0.000107,0.226,-5.664,1,0.029,0.482,112.535,4,nina
Geek in the Pink,Jason Mraz,3,2MMRWb4gn8mwpK5RLlPtl5,2005-07-26,47,https://i.scdn.co/image/ab67616d0000b273aea5f17bbea18d74b711f169,https://p.scdn.co/mp3-preview/947c436ebc3301c3712e33d35f6e2422e93f7cd3?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.374,0.665,0.749,10,0.0,0.0375,-4.43,0,0.0776,0.897,91.822,4,nina
Get Down,Still Woozy,3,30YwNPjL8G6O1GaTP5obhV,2021-08-13,56,https://i.scdn.co/image/ab67616d0000b273178df9e236187d6f1e710f5f,https://p.scdn.co/mp3-preview/545b27ff8d4eb7535ea7bbeac170031d9e4967d2?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.296,0.761,0.553,1,1.74e-05,0.194,-8.318,0,0.156,0.367,87.487,4,nina
Get Into It (Yuh),Doja Cat,5,0W6I02J9xcqK8MtSeosEXb,2021-06-25,81,https://i.scdn.co/image/ab67616d0000b2734df3245f26298a1579ecc321,https://p.scdn.co/mp3-preview/3d8fcbd6ffac8fedc4b6f9cb6cc32ea73cc06295?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.315,0.912,0.655,8,3.39e-05,0.0894,-6.029,0,0.162,0.793,91.942,4,nina
Getaway Car,Taylor Swift,12,0VE4kBnHJUgtMf0dy6DRmW,2017-11-10,79,https://i.scdn.co/image/ab67616d0000b273da5d5aeeabacacc1263c0f4b,https://p.scdn.co/mp3-preview/bb99449486b3ca0b7bd59c2e22f7203efe2692fb?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.00465,0.562,0.689,2,2.23e-06,0.0888,-6.745,1,0.127,0.351,172.054,4,nina
Ghost,Justin Bieber,17,6I3mqTwhRpn34SLVafSH7G,2021-03-19,89,https://i.scdn.co/image/ab67616d0000b273e6f407c7f3a0ec98845e4431,https://p.scdn.co/mp3-preview/0d9a9c01928559bfef66e7bbd03f9bce5f840284?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.185,0.601,0.741,2,2.91e-05,0.415,-5.569,1,0.0478,0.441,153.96,4,nina
Ghost Of You,5 Seconds of Summer,15,1MhXdlCQPnO56T57MfmaRm,2018-06-15,77,https://i.scdn.co/image/ab67616d0000b27341aa6776dc15fbd71a2b4557,https://p.scdn.co/mp3-preview/a8343e176d7f744d6dec5ce2199abfbcbf02cc38?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.0965,0.458,0.561,10,0.0,0.156,-4.819,1,0.0269,0.206,149.875,3,nina
Ghost Town,Kanye West,5,7vgTNTaEz3CsBZ1N4YQalM,2018-06-01,78,https://i.scdn.co/image/ab67616d0000b2730cd942c1a864afa4e92d04f2,https://p.scdn.co/mp3-preview/1c892d3de7a6dc9924f6ea210088da32021dcc9d?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.0969,0.573,0.545,7,0.0,0.329,-4.247,0,0.0288,0.297,83.378,4,nina
Gidget (feat. Anderson .Paak & T.Nava),Free Nationals,4,1UrxBDCv9kDRIBUc2oskNR,2019-12-13,60,https://i.scdn.co/image/ab67616d0000b273d93501aba7bc1140aac628c6,https://p.scdn.co/mp3-preview/de92aa86ad0fa579b8b0a15a3610045aace0b3af?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.00644,0.755,0.756,0,7.93e-05,0.279,-6.409,1,0.0556,0.786,98.003,4,nina
Gimme Gimme - Club Mix,Lee Cabrera,4,5ptaFgbEZmXi2ONGq2LwOK,2020-01-31,64,https://i.scdn.co/image/ab67616d0000b27387ea7bfb48aed818be6bbe93,https://p.scdn.co/mp3-preview/068377495ef1e87f3bc01903d49c7a60541229f3?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.00429,0.715,0.912,2,0.00106,0.0849,-4.7,0,0.034,0.52,126.01,4,nina
Gimme What I Want,Miley Cyrus,6,4v8jmsVox8VwU5js3JHOJZ,2020-11-27,63,https://i.scdn.co/image/ab67616d0000b2738cffb7c6c40759eaf8a5a142,https://p.scdn.co/mp3-preview/a755592852d589fe720b4dffbf47f9686e8da8ef?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.0428,0.659,0.765,0,0.0,0.0783,-5.392,0,0.0591,0.41,89.983,4,nina
Girls Need Love (with Drake) - Remix,Summer Walker,3,14SaZBTjxlorHJQxXh01Hu,2018-10-19,80,https://i.scdn.co/image/ab67616d0000b273fb023e6073e38a52082cc7b6,https://p.scdn.co/mp3-preview/4b425253390f69218cea11b05bc7d8da61a51ac1?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.443,0.656,0.432,6,0.0,0.132,-9.481,0,0.217,0.0897,97.022,4,nina
Go Away,Omar Apollo,4,1JNv9ICYbayNgqm8fKPLqP,2022-04-08,58,https://i.scdn.co/image/ab67616d0000b27390cf5d1ccfca2beb86149a19,https://p.scdn.co/mp3-preview/cbf3ee9e37f641e5fc2ea848e363859c786ea688?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.0426,0.634,0.568,5,1.85e-06,0.456,-7.757,0,0.0354,0.369,123.885,4,nina
Go It Alone (From Rumble),Joe Jonas,15,1CjHbhYlTbT2Xiotbkkb2g,2021-12-17,42,https://i.scdn.co/image/ab67616d0000b2736cc36bf103f6dd2dd3697749,https://p.scdn.co/mp3-preview/47650add63f020f05d2ea8754d906a3438ea32cd?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.00348,0.705,0.728,0,0.0,0.0967,-5.183,1,0.0577,0.559,139.997,4,nina
God Breathed,Kanye West,3,5JaSg0AYyAMMLjyGGDrrCm,2021-08-29,59,https://i.scdn.co/image/ab67616d0000b273cad190f1a73c024e5a40dddd,https://p.scdn.co/mp3-preview/f1745c124bcfbad324f90cfd7d63784bcdd35c13?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.289,0.325,0.311,10,6.74e-05,0.11,-7.481,1,0.0442,0.0789,92.744,3,nina
God is a woman,Ariana Grande,31,5OCJzvD7sykQEKHH7qAC3C,2018-08-17,80,https://i.scdn.co/image/ab67616d0000b273c3af0c2355c24ed7023cd394,https://p.scdn.co/mp3-preview/6d2076880312080b5890149d40843aa6504fed24?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.0233,0.602,0.658,1,6e-05,0.237,-5.934,1,0.0558,0.268,145.031,4,nina
Golden,Harry Styles,64,45S5WTQEGOB1VHr1Q4FuPl,2019-12-13,83,https://i.scdn.co/image/ab67616d0000b27377fdcfda6535601aff081b6a,https://p.scdn.co/mp3-preview/48af17efb2b52660c5e7a65ae9f050e76179953c?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.21,0.448,0.838,4,0.000131,0.131,-5.257,0,0.0557,0.254,139.863,4,nina
Golden Hour,Kacey Musgraves,4,0pMfPzdRiPAoSM9yWF4OcT,2018-03-30,65,https://i.scdn.co/image/ab67616d0000b2732e35d25eb7288830d5540484,https://p.scdn.co/mp3-preview/26c6cff1801453e6840d0c98daf9557cd7fab12a?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.0952,0.611,0.555,6,0.0,0.11,-6.372,0,0.0274,0.413,88.969,4,nina
Good Days,SZA,3,3YJJjQPAbDT7mGpX3WtQ9A,2020-12-25,82,https://i.scdn.co/image/ab67616d0000b2733097b1375ab17ae5bf302a0a,https://p.scdn.co/mp3-preview/075a042e6e8dda12eb71427bf9f136555ece2424?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.499,0.436,0.655,1,8.1e-06,0.688,-8.37,0,0.0583,0.412,121.002,4,nina
Good In Bed,Dua Lipa,20,6uAFJ75WDAoAPyCWJAtvks,2020-03-27,64,https://i.scdn.co/image/ab67616d0000b273bd26ede1ae69327010d49946,https://p.scdn.co/mp3-preview/d6e1b0bc09a07d3c36a4cefa24af8ccac2bce620?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.138,0.68,0.701,5,0.000191,0.168,-5.001,1,0.0917,0.649,94.06,4,nina
Good Old-Fashioned Lover Boy - Remastered 2011,Queen,46,1mnQiO568zXIrUncttTZGp,1976-12-10,66,https://i.scdn.co/image/ab67616d0000b27395313a5eee00d9bdf37883e2,https://p.scdn.co/mp3-preview/20871555d3544e6350cd5ed8ec7038dc527b65a4?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.566,0.545,0.454,3,0.0,0.0541,-6.706,1,0.0302,0.393,96.784,4,nina
Good Thing (with Kehlani),Zedd,9,5aUSEPNd3m5xliFK4pn5mU,2019-09-27,68,https://i.scdn.co/image/ab67616d0000b273c824820b3a74839b91b4036a,https://p.scdn.co/mp3-preview/b9f6d50e64fc21626304a6ea4c5650ce246a786f?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.399,0.693,0.564,1,0.0,0.0409,-3.857,0,0.0378,0.574,185.913,3,nina
Good Things Fall Apart (with Jon Bellion),ILLENIUM,6,6pooRNiLyYpxZeIA5kJ5EX,2019-05-13,64,https://i.scdn.co/image/ab67616d0000b273b63dd907d48ad6e9222b4f10,https://p.scdn.co/mp3-preview/47cd0626d4153bfc973c1be876d426d810234e34?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.0128,0.643,0.594,2,0.0,0.118,-5.453,1,0.0318,0.442,144.033,4,nina
Good as Hell,Lizzo,23,6KgBpzTuTRPebChN0VTyzV,2019-04-17,75,https://i.scdn.co/image/ab67616d0000b273bf7d271b8f3051af3cf0bf55,https://p.scdn.co/mp3-preview/dfc3d6a9e7eb030e89df2e21d350b2e7be116faa?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.256,0.682,0.919,0,0.0,0.442,-3.18,0,0.0875,0.535,95.982,4,nina
Goodbye Yellow Brick Road - Remastered 2014,Elton John,16,4IRHwIZHzlHT1FQpRa5RdE,1973-10-05,73,https://i.scdn.co/image/ab67616d0000b273f72f1e38e9bd48f18a17ed9b,https://p.scdn.co/mp3-preview/4d3d802e9860e192d26915ff59e55b0d13789408?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.446,0.559,0.473,5,0.00141,0.154,-7.712,1,0.0279,0.397,121.227,4,nina
Goodbyes (feat. Young Thug),Post Malone,16,0t3ZvGKlmYmVsDzBJAXK8C,2019-09-06,80,https://i.scdn.co/image/ab67616d0000b2739478c87599550dd73bfa7e02,https://p.scdn.co/mp3-preview/3d8244a24b0e41274841d742e55a45224a217d6c?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.456,0.548,0.653,5,0.0,0.103,-3.875,1,0.081,0.163,150.068,4,nina
Goodie Bag,Still Woozy,7,4vHNeBWDQpVCmGbaccrRzi,2017-11-05,76,https://i.scdn.co/image/ab67616d0000b2735ddbd61ea4a6dab213cc97af,https://p.scdn.co/mp3-preview/4fae15f53231ba098dbee02a415012539adeb909?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.821,0.739,0.522,7,0.00124,0.233,-12.304,0,0.151,0.619,138.263,4,nina
Got Friends,GoldLink,33,1PVza5KmhSJhz12OewWciE,2018-06-13,54,https://i.scdn.co/image/ab67616d0000b273c239644d7d88466ea0fd936b,https://p.scdn.co/mp3-preview/3850ea01a0e9c916d0e951dba88798efe2dee075?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.104,0.691,0.75,10,0.0,0.123,-3.934,0,0.347,0.345,143.744,4,nina
Grapejuice,Harry Styles,14,4j6kId9QIqhoXvqHKgSKa0,2022-05-20,81,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0,https://p.scdn.co/mp3-preview/71e626d72bda1f0fd57e5405105d1db313b0c495?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.357,0.645,0.721,5,0.143,0.204,-4.394,1,0.0336,0.88,182.928,4,nina
Grateful,Kota the Friend,28,2wmZFiWL7MKt2vQe6DPanz,2021-11-24,52,https://i.scdn.co/image/ab67616d0000b2739fc66dde833bdcf9707613c2,https://p.scdn.co/mp3-preview/89ae916872503e4cc1f81779b4db7f60df1f7a82?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.397,0.78,0.593,8,0.0,0.0712,-8.226,1,0.37,0.792,159.995,4,nina
HOUSTONFORNICATION,Travis Scott,3,58TaFP5j5i9swOf584yon2,2018-08-03,69,https://i.scdn.co/image/ab67616d0000b273072e9faef2ef7b6db63834a3,https://p.scdn.co/mp3-preview/ff11f695e9d638a014e6c97c283604ef2768eedb?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.0985,0.689,0.723,0,0.0,0.158,-4.052,0,0.0836,0.288,160.042,4,nina
HUMBLE.,Kendrick Lamar,13,7KXjTSCq5nL1LoYtL7XAwS,2017-04-14,83,https://i.scdn.co/image/ab67616d0000b2738b52c6b9bc4e43d873869699,https://p.scdn.co/mp3-preview/b588b9b29a08513e2dfe238b94ab3fca95b22a81?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.000282,0.908,0.621,1,5.39e-05,0.0958,-6.638,0,0.102,0.421,150.011,4,nina
Halley's Comet,Billie Eilish,3,5XsAal7ZcWg1I5T4NcRjkv,2021-07-30,76,https://i.scdn.co/image/ab67616d0000b2732a038d3bf875d23e4aeaa84e,https://p.scdn.co/mp3-preview/16c2b8b24c716bb6ee04d3520d1bc012676903f4?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.961,0.403,0.159,1,0.0121,0.34,-16.728,0,0.104,0.0381,72.38,4,nina
Happier Than Ever,Billie Eilish,28,4RVwu0g32PAqgUiJoXsdF8,2021-07-30,89,https://i.scdn.co/image/ab67616d0000b2732a038d3bf875d23e4aeaa84e,https://p.scdn.co/mp3-preview/20a10ed1ec5ad22668edc467682141db898ba45b?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.767,0.332,0.225,0,0.00349,0.128,-8.697,1,0.0348,0.297,81.055,3,nina
Happy & Sad,Kacey Musgraves,18,04MoJkJzCoU9ukeewv5Vzu,2018-03-30,62,https://i.scdn.co/image/ab67616d0000b2732e35d25eb7288830d5540484,https://p.scdn.co/mp3-preview/8927062f31ad5843126a87b92f50748308904d9a?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.249,0.642,0.657,10,0.0,0.111,-5.246,1,0.0333,0.658,90.0,4,nina
