track_name,artist_name,frequency,song_ids,release_date,popularity,images,preview,acousticness,danceability,energy,key,instrumentalness,liveness,loudness,mode,speechiness,valence,tempo,time_signature,label
679 (feat. Remy Boyz),Fetty Wap,7,5NQbUaeTEOGdD6hHcre0dZ,2015-06-29,73,https://i.scdn.co/image/ab67616d000048511769fa68b9643ca67c4d44ce,https://p.scdn.co/mp3-preview/1bfdf966666378a6984063ef0631860e5286d587?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.00256,0.618,0.717,7,0.0,0.625,-5.738,1,0.318,0.603,190.05,4,clare
7 Summers,Morgan Wallen,30,0tbjiOUl4k492KPdWZS9sy,2020-08-14,62,https://i.scdn.co/image/ab67616d00004851b00fc73517a7d56a85601e4a,https://p.scdn.co/mp3-preview/c79ba5a82ff49e5c7a04ddbb3d32735687420290?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.428,0.457,0.774,0,4.29e-05,0.119,-5.201,1,0.0336,0.59,203.863,4,clare
8 Letters,Why Don't We,8,4zRZAmBQP8vhNPf9i9opXt,2018-08-31,73,https://i.scdn.co/image/ab67616d00004851b503cdb444b28826c4ca9217,https://p.scdn.co/mp3-preview/796c61b400b3f8ec78115325b75cec869ba09314?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.649,0.607,0.478,1,0.0,0.0928,-5.702,0,0.031,0.255,88.979,4,clare
80s Mercedes,Maren Morris,7,58spuRyMUsjKHQHEGwLC99,2017-03-17,60,https://i.scdn.co/image/ab67616d000048518bd4a20032a613d28e909109,https://p.scdn.co/mp3-preview/9833c842a7dd7dd143b4ea1ebbfcd0322e38ed87?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.0665,0.485,0.834,9,0.0,0.28,-5.413,1,0.0715,0.659,90.933,4,clare
A Matter of Trust,Billy Joel,24,6J212smZzpeOCYQ9DITMSC,1986-07-28,55,https://i.scdn.co/image/ab67616d00004851800f95060baebdd6aea0f4b9,https://p.scdn.co/mp3-preview/bcf1ac58c97994ed92c238432e59be93bfcbcecd?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.0589,0.738,0.662,2,4.54e-05,0.306,-8.371,1,0.0268,0.88,110.304,4,clare
AA,Walker Hayes,12,77oKig47u34qCCFWKMfu1e,2021-11-19,63,https://i.scdn.co/image/ab67616d000048512b46b5b241079360e6951405,https://p.scdn.co/mp3-preview/66d423a963d3329cb482311a3a304d611c95476b?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.00313,0.635,0.747,4,0.0,0.346,-6.227,1,0.0293,0.753,104.027,4,clare
ADHD,Joyner Lucas,27,4X4v3KtkUXwXvDBw5KS9cp,2020-03-27,64,https://i.scdn.co/image/ab67616d00004851e7e2dac6389a96d8086ae0fe,https://p.scdn.co/mp3-preview/b49e716da818ef4dfb2079090ffc04c8dafb01fa?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.00525,0.563,0.78,10,8.16e-06,0.418,-6.663,1,0.0782,0.317,83.913,4,clare
About Damn Time,Lizzo,15,1PckUlxKqWQs3RlWXVBLw3,2022-04-14,87,https://i.scdn.co/image/ab67616d00004851b817e721691aff3d67f26c04,https://p.scdn.co/mp3-preview/1e881f08e10f2f8dbac20185389fdacb1ea42342?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.0995,0.836,0.743,10,0.0,0.335,-6.305,0,0.0656,0.722,108.966,4,clare
Across The Room (feat. Leon Bridges),ODESZA,3,4YaNLEPw3MrIgkGOkBrAh2,2017-09-08,61,https://i.scdn.co/image/ab67616d0000485199a3a1c380019cdc2ba9b8c2,https://p.scdn.co/mp3-preview/5a275c22e96bff82928e5ce189486cb2bcaf452a?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.0155,0.566,0.587,6,2.05e-05,0.111,-5.96,1,0.0308,0.246,82.046,4,clare
Act Like You Don't,Brooke Eden,10,0q6FfCDdYn9VNucILsROWk,2016-09-23,37,https://i.scdn.co/image/ab67616d00004851ffc6883cd4b00f6a626358f1,https://p.scdn.co/mp3-preview/9de6cd0c2e708e811b3ff3cd23691e44fe691ada?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.424,0.55,0.774,11,0.0,0.067,-4.397,1,0.0967,0.469,170.124,4,clare
Adore You,Harry Styles,4,3jjujdWJ72nww5eGnfs2E7,2019-12-13,84,https://i.scdn.co/image/ab67616d0000485177fdcfda6535601aff081b6a,https://p.scdn.co/mp3-preview/66131b40a641da2bef484eb00fc1f4f40f2c33c4?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.0237,0.676,0.771,8,7e-06,0.102,-3.675,1,0.0483,0.569,99.048,4,clare
Adventure of a Lifetime,Coldplay,4,69uxyAqqPIsUyTO8txoP2M,2015-12-04,78,https://i.scdn.co/image/ab67616d000048518ff7c3580d429c8212b9a3b6,https://p.scdn.co/mp3-preview/ed5d624b7d819b6ad55f7267aeadb1d789d9cc1a?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.00205,0.638,0.924,7,0.000175,0.149,-3.887,1,0.036,0.53,111.995,4,clare
Afraid,The Neighbourhood,7,7brQHA2CgQpcMBiOlfiXYb,2013-04-19,76,https://i.scdn.co/image/ab67616d000048518265a736a1eb838ad5a0b921,https://p.scdn.co/mp3-preview/c5d97d71aec18c6a3dbc8a7c797963ca2e0f2641?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.00892,0.464,0.701,6,0.309,0.335,-5.693,0,0.0411,0.356,83.996,4,clare
Afraid To Feel,LF SYSTEM,11,40SBS57su9xLiE1WqkXOVr,2022-05-02,84,https://i.scdn.co/image/ab67616d00004851ced808ef1567eaf901041438,https://p.scdn.co/mp3-preview/127d8691ff65a9c521813cbfb973ac5302b7840f?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.0166,0.578,0.912,1,0.00362,0.273,-3.929,1,0.114,0.68,127.87,4,clare
After Dark,Mr.Kitty,51,2LKOHdMsL0K9KwcPRlJK2v,2014-10-06,85,https://i.scdn.co/image/ab67616d00004851b492477206075438e0751176,https://p.scdn.co/mp3-preview/47a189e6328b3b3ba448d174d2e4d3821fc26f49?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.0696,0.585,0.595,8,0.266,0.0837,-10.444,1,0.0328,0.039,140.037,4,clare
After Rain,Dermot Kennedy,11,5fQa04cwDF11Giq5N2tGdU,2016-04-01,58,https://i.scdn.co/image/ab67616d000048519dd9967413f8d121fe123bee,https://p.scdn.co/mp3-preview/4a1192f4fd4b4ff64fe9edf66e7d41b56e5b6bf2?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.505,0.48,0.418,11,0.00416,0.11,-9.622,0,0.0312,0.319,132.404,4,clare
All Fall Down,Russell Dickerson,3,1XrWizc5zyVJ3T1yCAHzMC,2017-06-16,39,https://i.scdn.co/image/ab67616d0000485135f967620e33127dbfe84b86,https://p.scdn.co/mp3-preview/829851355bda106d5e4c9a02b4199a7447a8ebe4?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.27,0.513,0.66,7,1.55e-06,0.28,-6.226,1,0.0327,0.224,81.022,4,clare
All Falls Down (feat. Juliander),Alan Walker,12,5yFSF6qQA1rcLsQRnBsZgb,2017-10-27,63,https://i.scdn.co/image/ab67616d00004851206fdebc66bd04d9913f035d,https://p.scdn.co/mp3-preview/fe059758f78ecf89f4d20d490dad90aedfa85438?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.303,0.658,0.678,1,0.0,0.361,-4.407,1,0.058,0.662,97.976,4,clare
All For You - Eden Prince Remix,Years & Years,5,0MXmwklof7SCuMCN67nTOL,2018-09-28,35,https://i.scdn.co/image/ab67616d0000485138d10a2fb86828113ac019c6,https://p.scdn.co/mp3-preview/673fe25376a981d2a2bcce81683c5a8f1d2dc44b?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.0652,0.692,0.826,1,4.97e-06,0.191,-5.338,0,0.0774,0.609,122.053,4,clare
All Night Longer,Sammy Adams,6,1vNn7rVQT6UtEW1NGH53fT,2012-08-20,60,https://i.scdn.co/image/ab67616d00004851ecb183283d6b46115de516e6,https://p.scdn.co/mp3-preview/eb30f1ed85f2bf4ddd408bb9421d0697a6f755fc?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.000652,0.712,0.649,1,0.0,0.0683,-4.753,1,0.063,0.616,127.028,4,clare
All The Stars (with SZA),Kendrick Lamar,5,66kQ7wr4d2LwwSjr7HXcyr,2018-01-04,57,https://i.scdn.co/image/ab67616d00004851c1a0ccc389f263d63d39175f,https://p.scdn.co/mp3-preview/037abff3c79cf9f7ba45d434ed0428471a55345d?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.0287,0.705,0.628,5,0.0193,0.0863,-5.362,0,0.0489,0.465,96.799,4,clare
All To Myself,Dan + Shay,6,08tq1XcHwVt5PHXUo87i0D,2018-06-22,64,https://i.scdn.co/image/ab67616d0000485105e4408393e1c81a8ab1bf26,https://p.scdn.co/mp3-preview/22b3a2900da1644b502185b7c7087c4508e2a7a4?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.208,0.646,0.781,1,0.0,0.125,-4.616,1,0.0313,0.565,94.975,4,clare
All You Need To Know (feat. Calle Lehmann),Gryffin,4,4Gcv5SsxnQWpmOnUI19EJk,2019-03-27,56,https://i.scdn.co/image/ab67616d0000485144fa3ab08e3c6e74c1960081,https://p.scdn.co/mp3-preview/8ed7efd801a0faa6bf93f66691846224182e3592?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.00968,0.513,0.788,0,0.0,0.11,-4.629,1,0.0364,0.234,139.987,4,clare
Almost Maybes,Jordan Davis,6,14JFKtBSqefxfMiKhq6JT8,2020-05-08,63,https://i.scdn.co/image/ab67616d000048515a9e9f725356e6cf6cd6947f,https://p.scdn.co/mp3-preview/9111cd3d529f2fa048f2d57f5eadba6f0eef70b2?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.146,0.582,0.868,11,0.0,0.103,-3.927,1,0.0522,0.555,90.105,4,clare
Alone (Calvin Harris Remix) (Feat. Stefflon Don),Halsey,4,5K09638EBQjVMrZYXA89aC,2018-04-20,48,https://i.scdn.co/image/ab67616d00004851e78ca25a967d525711df9cfe,https://p.scdn.co/mp3-preview/050aaf2a0cc4559b82c07b072c93337c6d94d725?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.137,0.829,0.819,2,0.00792,0.282,-3.43,0,0.131,0.35,123.944,4,clare
Alors on danse - Radio Edit,Stromae,16,2GYHyAoLWpkxLVa4oYTVko,2010-01-01,77,https://i.scdn.co/image/ab67616d00004851ae373174b14e3eac81554402,https://p.scdn.co/mp3-preview/6f72b5cb2c2c046f9d1d525b8b2389947e3ed193?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.0994,0.791,0.59,1,0.00203,0.065,-9.206,0,0.0793,0.714,119.951,4,clare
America's Sweetheart,Elle King,43,2NcstvY8H9PVQ0DMNGHckh,2015-02-13,59,https://i.scdn.co/image/ab67616d00004851eb5a4a3ad6b9548ce4ca2c03,https://p.scdn.co/mp3-preview/e47ef7117f5c56b75276b8b4253e9bc4f4c2c1ef?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.0208,0.528,0.928,1,5.75e-06,0.376,-3.925,1,0.0666,0.4,128.01,4,clare
Another Day in Paradise,Quinn XCII,4,0cTmZAWgUFAPQXj2ZNgU8T,2015-04-28,60,https://i.scdn.co/image/ab67616d000048511f3dfb4fcaf13333f3fc322f,https://p.scdn.co/mp3-preview/2f0ad83e9e5fce81f8002bc69178c048ce994f66?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.161,0.653,0.802,11,0.0,0.143,-5.308,1,0.0666,0.56,167.952,5,clare
Arabella,Arctic Monkeys,17,7nzsY8vlnKdvGOEE0rjAXZ,2013-09-09,77,https://i.scdn.co/image/ab67616d000048514ae1c4c5c45aabe565499163,https://p.scdn.co/mp3-preview/ec983f2bd75a11c3c47b212b630fe02464241efd?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.0202,0.579,0.558,2,1.26e-06,0.212,-6.986,1,0.0895,0.506,179.949,4,clare
Arcade (feat. FLETCHER),Duncan Laurence,18,4Ld4kbKo1eOzToQ0P8JA0V,2020-11-27,70,https://i.scdn.co/image/ab67616d000048511b55c3257d316d184d641800,https://p.scdn.co/mp3-preview/a17ae4da0483b2cb81ea924299d677b166444e06?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.815,0.446,0.395,0,0.00216,0.128,-9.328,1,0.0365,0.267,71.944,3,clare
Are You Kidding? (40s) (feat. Parrotfish),Callaway Martin,7,29mQroevofAAxTDTxAYLZ3,2017-06-10,38,https://i.scdn.co/image/ab67616d000048515c93936955ab4ee6cb2b0e7a,https://p.scdn.co/mp3-preview/bb8073dd979f152af2b18a32544a860572f88406?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.0368,0.73,0.496,9,0.0,0.0725,-9.233,1,0.0387,0.882,170.089,4,clare
Around the World (La La La La La) - Radio Version,A Touch Of Class,22,7CvOnbFdnIoXMQ4eFCo5lB,2000-11-06,67,https://i.scdn.co/image/ab67616d000048512b674491e363e44f14d10f43,https://p.scdn.co/mp3-preview/166e36fb796989152981d69d1214397d75b98730?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.153,0.617,0.977,9,0.0016,0.133,-7.028,0,0.0276,0.679,131.965,4,clare
Astronaut In The Ocean,Masked Wolf,11,3Ofmpyhv5UAQ70mENzB277,2021-01-06,78,https://i.scdn.co/image/ab67616d0000485197fdd7cf1b14d78c6a7fb17f,https://p.scdn.co/mp3-preview/25243b032639be974f9ba0cc5b7d3010bd7fe371?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.175,0.778,0.695,4,0.0,0.15,-6.865,0,0.0913,0.472,149.996,4,clare
"Audio (feat. Sia, Diplo, and Labrinth)",Sia,4,100eDEmpWV5YGVCqHI0leU,2019-04-12,65,https://i.scdn.co/image/ab67616d000048513f159ae07dd556323f39f47b,https://p.scdn.co/mp3-preview/1d4d60dd2bb906fab079b8c78c1f3eb2dbff79e7?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.209,0.568,0.701,3,1.06e-06,0.0769,-4.566,0,0.0426,0.353,89.969,4,clare
BILLIE EILISH.,Armani White,59,27ZZdyTSQWI7Cug2d2PkqV,2022-05-19,88,https://i.scdn.co/image/ab67616d000048514f8799f23432ad98d522f0ec,https://p.scdn.co/mp3-preview/a2ed105397586cd7a7bc1cd2f011887b0848b9c5?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.115,0.9,0.509,1,1.67e-06,0.0937,-6.647,1,0.257,0.765,100.007,4,clare
BILLY,6ix9ine,3,5KhFaq45chTw8RGfWo8T8J,2018-04-10,66,https://i.scdn.co/image/ab67616d0000485114d3a2a7a92b85a06c93e544,https://p.scdn.co/mp3-preview/5b8d3fd6c3304d2515a034e3fed96abbba47094b?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.175,0.764,0.711,4,0.0,0.105,-3.818,0,0.288,0.774,90.076,4,clare
"Baby, I'm Jealous (feat. Doja Cat) - Natti Natasha Remix",Bebe Rexha,32,1ukcBrTJUEGmSmANE4Pf4A,2020-11-27,40,https://i.scdn.co/image/ab67616d000048512f91c607499f61c9c35ecfc1,https://p.scdn.co/mp3-preview/94755f3ab20892f57b266c934138d5c3eeaf11b0?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.0774,0.756,0.872,11,0.0,0.26,-2.299,0,0.0689,0.623,97.983,4,clare
Back Home,Andy Grammer,3,07HeFSqsEGq4eWyerDrW1a,2014-08-05,60,https://i.scdn.co/image/ab67616d0000485108387bff707fcd5318f0adb0,https://p.scdn.co/mp3-preview/1f7d7ccc233df61cbb9235986570cf9a113ce62b?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.0409,0.621,0.827,11,0.0,0.0815,-7.309,1,0.0454,0.65,99.979,4,clare
Back in My Arms,Carlie Hanson,11,1FlAMUpKrjY4NdaqsXjl1w,2019-04-26,47,https://i.scdn.co/image/ab67616d00004851d9896a4c1781a86e6c6efa54,https://p.scdn.co/mp3-preview/6cec749f557f2ddd60d99eeaa9d67d807d5bea3c?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.0879,0.543,0.781,1,0.0,0.0868,-4.854,0,0.0988,0.522,150.174,4,clare
Backyard Boy,Claire Rosinkranz,5,0QpOqKz66ZxHNqj2PPHiFF,2020-08-14,61,https://i.scdn.co/image/ab67616d00004851ba57b0759ceb8f874ff19bb9,https://p.scdn.co/mp3-preview/b173a39cddad98850287a9fc2fcbe4f3e9329131?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.321,0.817,0.634,5,0.0,0.0735,-7.246,1,0.162,0.453,138.015,4,clare
Bad Child,Tones And I,27,1qCmZnC1FUpNgOydIzqIPC,2020-03-11,60,https://i.scdn.co/image/ab67616d0000485184e212809b0783573e739d88,https://p.scdn.co/mp3-preview/d082cbd705ccac95f7b3ef49e75f0b20f2daecb9?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.402,0.756,0.554,6,0.0,0.158,-4.24,0,0.0342,0.596,117.992,4,clare
Bad Habits,Ed Sheeran,35,3rmo8F54jFF8OgYsqTxm5d,2021-10-29,87,https://i.scdn.co/image/ab67616d00004851ef24c3fdbf856340d55cfeb2,https://p.scdn.co/mp3-preview/043f28a973add316f01a36a68f870f588d1dbb8e?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.0451,0.807,0.893,11,2.79e-05,0.366,-3.745,0,0.0347,0.537,126.011,4,clare
Bad Reputation (feat. Joe Janiak),Avicii,6,0HZgYFimoJG9Ijy8InUWcV,2019-06-06,59,https://i.scdn.co/image/ab67616d00004851660ee24281a547103f466ff5,https://p.scdn.co/mp3-preview/96d7632f8e4d0fd224812611d24b804d0a960079?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.656,0.745,0.637,0,6.5e-06,0.0993,-5.959,1,0.0512,0.446,89.995,4,clare
Balenciaga,Cheat Codes,10,5k6ioThKIxeklkIt3MNJjC,2018-05-04,44,https://i.scdn.co/image/ab67616d000048516fbe89ddc8c7701b8b7a8135,https://p.scdn.co/mp3-preview/0c4b9633d4f141a36f98ac37aef10792917bf606?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.064,0.683,0.817,8,3.35e-05,0.076,-5.531,0,0.215,0.241,125.977,4,clare
Bande organisée,Kofs,4,205HNJ73cgpC0LAOnuQiWT,2020-08-15,69,https://i.scdn.co/image/ab67616d00004851f7df8ac7362a0ab57a3ae120,https://p.scdn.co/mp3-preview/af606de2ea75fbb85932345891fec86b86f8cac2?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.117,0.901,0.939,6,0.0,0.0643,-2.762,1,0.274,0.805,142.948,4,clare
Bang!,AJR,5,5FQPpxOXsvkMN6v18gtpwY,2021-03-26,72,https://i.scdn.co/image/ab67616d00004851fc9511f26808c1eee73b414d,https://p.scdn.co/mp3-preview/22fb29d8a7226a4b674afe3af000c4c1fb916a79?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.0183,0.74,0.517,1,0.0,0.0558,-6.233,0,0.0506,0.698,139.917,4,clare
Baptized,Daughtry,6,4vULYUkzk4KZ7h3doUsCYq,2013-11-15,43,https://i.scdn.co/image/ab67616d00004851e491a7df830c0785a6c50daa,https://p.scdn.co/mp3-preview/855ecc68e186d0e560ecce97f72686308512ca85?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.00182,0.61,0.863,6,9.1e-06,0.856,-6.437,0,0.0373,0.64,123.029,4,clare
Barking,Ramz,4,2U5cq89GCnsR1yixKkC8d5,2017-12-01,65,https://i.scdn.co/image/ab67616d00004851a0d2b590266ae8b25e5ddc4f,https://p.scdn.co/mp3-preview/3f0201889d9af41160aa35b866df3385e61365f0?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.185,0.45,0.465,7,0.0,0.0782,-7.867,0,0.268,0.788,70.231,3,clare
Battleships,Daughtry,4,0YpzP03QziAgqcZSCtjbl2,2013-11-15,52,https://i.scdn.co/image/ab67616d00004851e491a7df830c0785a6c50daa,https://p.scdn.co/mp3-preview/5011004ba5a6cf09cfb0a9369bff439fef99717f?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.0121,0.49,0.746,1,0.0,0.0624,-4.951,1,0.0405,0.331,81.848,4,clare
Be Alright,Dean Lewis,4,3EPXxR3ImUwfayaurPi3cm,2018-06-29,79,https://i.scdn.co/image/ab67616d0000485113480e8127119dcb882eb53d,https://p.scdn.co/mp3-preview/434e14cb2502d2c95b5a2a8fb01dbe8231958d86?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.697,0.553,0.586,11,0.0,0.0813,-6.319,1,0.0362,0.443,126.684,4,clare
Be Kind (with Halsey),Marshmello,18,3Z8FwOEN59mRMxDCtb8N0A,2020-05-01,76,https://i.scdn.co/image/ab67616d00004851fdf2e993e10e67396b3bf759,https://p.scdn.co/mp3-preview/c5bc70a32ffdde76560f5f6be10099d7f80fe904?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.00776,0.63,0.633,4,0.0,0.0541,-7.088,1,0.0457,0.452,93.995,4,clare
Be Like That - feat. Swae Lee & Khalid,Kane Brown,3,5f1joOtoMeyppIcJGZQvqJ,2020-07-10,74,https://i.scdn.co/image/ab67616d00004851b670be86ddfa9d49caa56971,https://p.scdn.co/mp3-preview/b988024d4b7d4621461f88d09f2dfed49b786c33?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.0469,0.727,0.626,7,2.58e-05,0.126,-8.415,1,0.0726,0.322,86.97,4,clare
Beam Me Up - Radio Edit,CAZZETTE,4,64y85LeHY8Z6OlTOM9cpKD,2014-01-01,51,https://i.scdn.co/image/ab67616d0000485194a97f2a3a2f9ecc897390f9,https://p.scdn.co/mp3-preview/2cce4d3b32816055129427d60ade1ba8d38cb210?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.00876,0.568,0.867,0,2.87e-06,0.0779,-3.21,1,0.0458,0.357,125.98,4,clare
Beautiful (feat. Camila Cabello) - Bazzi vs. EDX's Ibiza Sunrise Remix,Bazzi vs.,5,6AZ21kPj2a0INgf3uCviVu,2018-09-28,42,https://i.scdn.co/image/ab67616d00004851d125a81c51dd2d8c24c78993,https://p.scdn.co/mp3-preview/a60616148802d2f1c61020dac99a6f825bc842b7?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.0611,0.69,0.862,2,1.85e-05,0.238,-4.154,1,0.0944,0.453,121.975,4,clare
Beautiful Drug,Zac Brown Band,3,3tA0K5valodHMjA9bCsFtj,2015-04-28,56,https://i.scdn.co/image/ab67616d000048511185c8bf06cbdb44b0a596a1,https://p.scdn.co/mp3-preview/fc1efea83b7fe675d5a5a69656710b8cd537bed7?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.0369,0.617,0.847,8,2.84e-06,0.123,-5.447,0,0.0777,0.363,125.943,4,clare
Bed Of Lies,Nicki Minaj,3,490r1lg2turCiWsPAAxVBP,2014-12-15,48,https://i.scdn.co/image/ab67616d000048510f79d1616e3b02368d41f458,https://p.scdn.co/mp3-preview/53737c6fe0b7f552bfd49330d0bbd918d0a27296?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.251,0.715,0.67,11,0.0,0.109,-5.779,1,0.194,0.124,86.01,4,clare
"Beg, Steal, Borrow",Colton Avery,6,1fZH8UsE8yV6z4B5bexwwk,2016-09-09,30,https://i.scdn.co/image/ab67616d000048517eb47ab30cc0ff29d7ab7fbb,https://p.scdn.co/mp3-preview/3d4c4c3ec6024e7ac30da4d9b40475c05b4f4e55?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.102,0.653,0.617,11,0.0,0.181,-6.854,1,0.067,0.6,84.984,4,clare
Begging You,Russ,15,6EgWb0x0RkCcSpgud1FuQV,2018-09-07,54,https://i.scdn.co/image/ab67616d0000485164cf949eb6e426904f182823,https://p.scdn.co/mp3-preview/1311bc7900056f1e38580fc6ebed335ce4a5863e?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.282,0.847,0.55,10,0.000266,0.113,-9.285,1,0.3,0.529,88.017,4,clare
Best Shot,Jimmie Allen,8,3VamXAvVMczcS2PTYtPfBQ,2018-10-12,64,https://i.scdn.co/image/ab67616d000048510f053241d2934c00e3b8ae95,https://p.scdn.co/mp3-preview/ae1997172360c14c8d14e7373ddaa09011a4ffff?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.75,0.629,0.464,4,0.0,0.0853,-8.72,1,0.0334,0.523,156.051,4,clare
Better,Khalid,6,6zeeWid2sgw4lap2jV61PZ,2018-10-18,77,https://i.scdn.co/image/ab67616d0000485160624c0781fd787c9aa4699c,https://p.scdn.co/mp3-preview/c990623b002c46824cbedb9fbf6111581896ac1c?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.0765,0.596,0.552,0,0.334,0.104,-10.278,0,0.097,0.112,97.949,4,clare
Better with You - Tep No Remix,Jesse McCartney,3,50WeP54KaSWimhv52mPitx,2018-05-18,16,https://i.scdn.co/image/ab67616d00004851ea4002d3d6578dd8ca1f6072,https://p.scdn.co/mp3-preview/c3aea829ebe089ccf176f846674565c5e722514c?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.09,0.732,0.568,10,0.0,0.0538,-5.953,0,0.0484,0.681,101.017,4,clare
Between The Raindrops,Lifehouse,3,1nxGSNnFCpDLwm3umCOUpi,2012-01-01,53,https://i.scdn.co/image/ab67616d000048517bdda56937f9f1b31cd31f71,https://p.scdn.co/mp3-preview/dd9643e6e8361dd58547e02fac135496dfcb8db7?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.00119,0.525,0.63,6,0.0,0.146,-6.673,1,0.0317,0.236,106.978,4,clare
Big (feat. Gunna),Rita Ora,5,78oZ26xvmtCfarveRXs3dq,2021-02-11,60,https://i.scdn.co/image/ab67616d00004851675cdd705fa6d88a86b73175,https://p.scdn.co/mp3-preview/5e592e016b428fab16b0683dbef026ec29a1c25d?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.0659,0.779,0.845,7,1.16e-06,0.0641,-3.446,1,0.0356,0.615,111.995,4,clare
Bitter,FLETCHER,6,5Z0AM9HW78XIyZqF2BPasr,2020-05-13,67,https://i.scdn.co/image/ab67616d000048510af1e2a115beaf720502ad7a,https://p.scdn.co/mp3-preview/3520599da197f7c5ae8a6c50d3ca0ad2fe6dce9d?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.393,0.724,0.594,6,0.00116,0.0889,-7.126,0,0.102,0.413,136.002,4,clare
Black Beatles,Rae Sremmurd,4,6fujklziTHa8uoM5OQSfIo,2016-08-12,75,https://i.scdn.co/image/ab67616d00004851881fb62d913fe712fc2e1c95,https://p.scdn.co/mp3-preview/b374075af663a9c0a5634ba4eff01533cf2d5bc4?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.142,0.794,0.632,0,0.0,0.128,-6.163,1,0.0649,0.355,145.926,4,clare
Blackout,Breathe Carolina,3,3RLC8jJmDOZwrJ5izaISXr,2011-07-12,54,https://i.scdn.co/image/ab67616d00004851003ae97cd3f3558edc8d6cc4,https://p.scdn.co/mp3-preview/18a2ec0303b4306cb16f1a74381eb15cb9694fee?cid=8e910b9aa35e4098ac6dab1c9b9c03e0,0.00537,0.662,0.819,6,0.0,0.0498,-4.609,1,0.124,0.801,122.951,4,clare
